POI_ID,ADD_ID,PLACENAME,PLACENAME2,ABBREVIATEDPLACENAME,BL_NAME,BL_CLASS,SERVICE_TYPE,PHOTOURL,URL,CONTACT,HOURS,LICENSE,MANAGE,STATUS,LEED,HTML,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,BCN_CODE,BCN_LANDUSE,BCN_NOEMP,BCN_CLASS,LAT,LONG
VPOI10379,VAD10033,PCS Technologies,"PCS Biofuels, Eve Research, PCI Combustion Tech",,,,commercial_services,,,,,,,Current,Services,,GISSTUD1,20180713172251,TOML,20230117225329,{101606F9-20B8-4A1A-81AC-C077EB7DABA1},,,,,-123.230763,49.250294
VPOI10385,VAD10033,Zyme Biotech Inc. ,,,,,commercial_services,,,,,,,Current,Services,,GISSTUD1,20180712231150,TOML,20230117225329,{76189D79-1D6C-4C33-B072-AB404EFF37E3},,,,,-123.230697,49.250303
VPOI10279,VAD10033,Mangrove Water Technologies,,,,,commercial_services,,,,,,,Current,Services,,GISSTUD1,20180712225049,TOML,20230117225329,{3ACEA73F-03CF-44E4-B324-C9A3289DDFED},,,,,-123.230576,49.250128
VPOI10278,VAD10033,Frontier Sonde Inc,,,,,commercial_services,,,Phone: (604) 757-3500,,,,Current,Services,,GISSTUD1,20180712211115,TOML,20230117225329,{A246F5FF-B8D6-4EAA-B0FE-D96E3F2A44AE},,,,,-123.230379,49.250177
VPOI10380,VAD10033,PI Pharma Inventor Inc,,,,,commercial_services,,http://www.pharmainventor.com/index.html,Phone: (604) 339-3244,M-F: 8 am - 5 pm; Sat-Sun: Closed,,,Current,Services,,GISSTUD1,20180712211444,TOML,20230117225329,{E1299E85-325E-4A80-8B19-52468F7EA228},,,,,-123.230842,49.2502
VPOI10365,VAD10033,Alpha Nanotech Inc.,,,,,commercial_services,,https://www.alphananotechne.com/,Phone: (877) 419-0711; Email: info@alphananotechne.com,M-F: 9 am - 6 pm; Sat - Sun: 10 am - 4 pm,,,Current,Services,,GISSTUD1,20180712231010,TOML,20230117225329,{8E1EFB80-7DED-48B1-9232-A07DA920C2FB},,,,,-123.230906,49.250034
VPOI10362,VAD10033,Shougang International (Canada) Investment Ltd.,,,,,commercial_services,,,,,,,Current,Services,,GISSTUD1,20180713172012,TOML,20230117225329,{5BE6728F-443D-4FC8-AFE4-F46B90DA9A80},,,,,-123.23091,49.250048
VPOI10366,VAD10033,Canada Zhonghe Investment Ltd.,,,,,commercial_services,,,,,,,Current,Services,,GISSTUD1,20180713171933,TOML,20230117225329,{426C72F1-4DFE-42A2-A57E-460B038EB662},,,,,-123.230909,49.250052
VPOI10384,VAD10033,Canadian Kailuan Dehua Mines Co. Ltd.,,,,,commercial_services,,https://ckdmines.com/,Phone: (604) 697-9212; Fax: (604) 633-0342; Email: info@ckdmines.com,,,,Current,Services,,GISSTUD1,20180713172055,TOML,20230117225329,{10920F70-DEC5-41E5-A57D-3A58C136ED16},,,,,-123.230914,49.250051
VPOI10286,VAD11125,Research Ponds,,,,,garden,,,,,N,,Current,Civic,,,,TOML,20230117234059,{B8209770-DBE7-4768-BA3B-0E50879E9CC3},,,,,-123.232955,49.247599
VPOI10081,VAD11124,University Hill Secondary School,,,,,school,,http://go.vsb.bc.ca/schools/uhill/Pages/default.aspx,Phone: (604) 713-8258; Fax: (604) 713-8257,,N,,Current,Civic,,,,TOML,20230117174130,{86737F29-6353-40E3-ABC2-864653A71AE1},,,,,-123.239098,49.254123
VPOI10304,VAD10781,Wesbrook Community Centre,,,,,campus_services,,https://www.myuna.ca/,Phone: (604) 822-4227,M-Th: 8:30 am - 10 pm; Fri: 8:30 am - 8:30 pm; Sat-Sun: 8:30 am - 6 pm,,,Current,Civic,,GISSTUD1,20180117190927,TOML,20230117174130,{CEBB606B-A92E-4A88-A5D6-8A97A662779E},,,,,-123.237509,49.25402
VPOI10000,VAD10226,Xerox Canada,,,,,commercial_services,,http://www.xeroxprintservicesubc.ca/,Phone: (604) 221-4244; Email: dms@xerox.com,M-F: 7:30 am - 5 pm; Sat-Sun: Closed,Y,,Current,Services,,,,TOML,20230117183225,{B9314A24-A157-4C3A-A81E-C57F1BCEFF80},,,,,-123.236151,49.255106
VPOI10336,VAD10781,Wesbrook Fitness Centre,,,,,athletics,,https://wearecommunityvan.ca/sports-fitness/fitness-centre/,Phone: (604) 822-4227,M-Th: 6 am - 10 pm; Fri: 6 am - 8:30 pm; Sat-Sun: 8:30 am - 7 pm,N,,Current,Services,,,,TOML,20230117174130,{E8503EC0-D1F6-4781-998D-60832C733285},,,,,-123.237524,49.25416
VPOI10169,VAD10226,University Neighbourhoods Association,,,,,campus_services,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/686.jpg,http://www.myuna.ca/,reception@myuna.ca</br>General Inquiries: (604) 827-5158,M-F: 8:30 am to 4:30 pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20230117183225,{F5FD1EEF-7400-49CD-81FA-B4CD5FE716AD},,,,,-123.236159,49.255027
VPOI10188,,Community Field,Community,,,field,field,,,,,N,,Current,Services,,,,TOML,20230117174130,{E0CDABAC-844D-4FAB-8DEB-F3E438D15EC6},,,,,-123.239032,49.253287
VPOI10209,VAD10082,Live at UBC Welcome Centre,,,,,attraction,,liveatubc.ca,Phone: (604) 228-2025,Daily: 10 am - 6 pm,N,,Current,Civic,,,,TOML,20230117225329,{337BADCF-2A27-4CF8-8BF7-35C8CB1A02DF},,,,,-123.234808,49.254162
VPOI10312,,Brockhouse Park,Brockhouse Park,,,garden,park,,,,,N,,Current,Civic,,,,TOML,20230117174130,{0A709BA6-8801-4ED6-B9E4-B7ADFEBC6573},,,,,-123.23771,49.25351
VPOI10103,VAD10073,E2 Salon UBC,,,,,commercial_services,,https://www.e2salon.com/,Phone: (604) 225-5007,Tu-Sat: 10 am - 6 pm; Sun-M: Closed,Y,,Current,Services,,,,TOML,20230117201626,{EFFB852F-CEAB-4A93-AA43-32E0EBE35D5A},,,,,-123.234883,49.25452
VPOI10254,VAD10614,RBC,,,,,bank,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/686.jpg,http://www.rbcroyalbank.com/personal.html,Phone: (604) 221-5702,M-Th: 9:30 am - 7 pm; Fri: 9:30 am - 6 pm; Sat: 9 am - 4 pm; Sun: Closed,Y,,Current,Services,,,,TOML,20230117183225,{2736DC8C-C867-46B8-88C8-32666D15AA48},,,,,-123.235979,49.255001
VPOI10332,VAD11060,Share Tea,,,,,cafe,,https://www.1992sharetea.com/canada,,,Y,,Current,,,,,TOML,20230117201626,{565F5726-46E2-4B5E-93E2-64F5C8A5CEF1},,,,,-123.235059,49.25447
VPOI10361,,Norman MacKenzie Square,Norman MacKenzie Square,,,garden,plaza,,,,,N,,Current,Civic,,RACHELW,20200730233130,TOML,20230117201626,{A6611A1D-D87D-4F3B-A812-C311E40B1D6D},,,,,-123.2354,49.25416
VPOI10438,,Wesbrook Village,Wesbrook Village,,,attraction,commercial_services,,,,,,,Current,Services,,RACHELW,20210621212701,TOML,20230117201626,{EEE89095-5CE6-4BBA-B25B-AD960A8B8CE1},,,,,-123.235525,49.254099
VPOI10080,VAD10226,Village Gate Homes (Rental Housing) ,,,,,campus_services,,https://www.villagegatehomes.com/,Phone: (778) 945-5100; Email: info@villagegatehomes.com,M-F: 8:30 am to 4:30 pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20230117183225,{2BB9C532-7AEB-4508-98D0-BF994EACE365},,,,,-123.236051,49.255071
VPOI10104,VAD10067,University Barbershop,,,,,commercial_services,,http://www.theuniversitybarbershop.com/,Phone: (604) 428-3800; Email: info@theuniversitybarbershop.com,W-Sat: 10 am - 6 pm; Th-Fri: 10 am - 8 pm,Y,,Current,Services,,,,TOML,20230117195532,{9A8DB459-491E-4A20-BBF0-7A2175E71727},,,,,-123.235584,49.254647
VPOI10477,VAD10079,TD Canada Trust,,,,,bank,,https://www.td.com/ca/en/personal-banking/,Phone: (604) 678-9571,M-Fri: 9 am - 6 pm; Sat: 10 am - 4 pm; Sun: closed,Y,,Current,Services,,RACHELW,20221104213615,TOML,20230117195415,{9B314B93-83D3-41D4-8F96-7C7F5E70BD4D},,,,,-123.236094,49.254693
VPOI10017,VAD10221,Togo Sushi,,,,,cafe,,http://www.togosushi.ca/ubc.html,Phone: (604) 222-9288,M-Sat: 11 am - 8 pm; Sun: 12 - 8pm,Y,,Current,Services,,,,TOML,20230117201626,{F7D6F84D-E989-4212-B878-5824F7B4681B},,,,,-123.235374,49.253988
VPOI10285,VAD10606,Save-On-Foods,,,,,grocery,,http://www.saveonfoods.com/store/ubc,Phone: (604) 221-5999,Daily: 7 am - 10 pm,Y,,Current,Food,,,,TOML,20230117183225,{734DB7FD-D45F-4DEE-83C6-D4E410AD73E8},,,,,-123.236554,49.254766
VPOI10070,VAD10120,Blenz,,,,,cafe,,https://blenz.com/locations/?store_id=56,Phone: (604) 568-2660,M-Th: 6:30 am - 10 pm; Fri: 6:30 am - 9:30 pm; Sat-Sun: 7 am - 9:30 pm,Y,,Current,Services,,,,TOML,20230117201626,{84594E42-5697-4297-B826-7DF556F8D721},,,,,-123.235083,49.254027
VPOI10412,VAD10120,Copiesmart,,,,,commercial_services,,http://www.copiesmart.com/,Phone: (604) 222-3189; Email: info@copiesmart.com,M-F: 10 am - 5 pm; Sat-Sun: Closed,Y,,Current,Services,,,,TOML,20230117201626,{47D5AF31-F760-4417-BC4A-CB0AC6333FB5},,,,,-123.234908,49.253828
VPOI10047,VAD11068,More Bikes,,,,,retail,,http://www.morebikes.ca/,Phone: (604) 558-1528,M-Sat: 10 am - 6 pm; Sun: 11 am - 5 pm,Y,,Current,Retail,,,,TOML,20230117195532,{0E30F013-7F82-4BDA-BF20-F96FEF6EE2D6},,,,,-123.235871,49.254466
VPOI10159,VAD10479,UBC IT Audio Visual,,,,,campus_services,,https://it.ubc.ca/got-question-about-it-products-and-support,Phone: (604) 822-7956,M-F: 8 am - 4 pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20221228215931,{21E1D55A-DBF1-46B9-BFAD-3589DDB46A01},,,,,-123.246666,49.26487
VPOI10271,VAD10831,UBC Carding Office,,,,,campus_services,,http://ubccard.ubc.ca/,Phone: (604) 827-5900; Email: ubc.card@ubc.ca,"M,Tu,Th,Fri: 9:30 am - 5:30 pm; Wed: 9:30 am - 7 pm; Sat: 11 am - 5 pm",N,,Current,Civic,,,,TOML,20221228220257,{63DB81B7-07BB-4013-A878-DC1B58BF0A43},,,,,-123.250497,49.265269
VPOI10026,VAD10479,IRC Snack Bar,,,,,cafe,,,Phone: (604) 822-4291,,N,,Retired,,,,,TOML,20221228215931,{38EFB5E5-04F5-4278-A012-CDFC7CEA18E1},,,,,-123.247243,49.26469
VPOI10101,VAD11103,UBC Bookstore,,,,,retail,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/081.jpg,http://www.bookstore.ubc.ca/home,Phone: 1 800 661-3889,M-F: 10 am - 5 pm; Sat: 10 am - 5 pm; Sun: Closed,N,,Current,Retail,,,,TOML,20221228220257,{4C6A9126-866C-47AF-A09E-DCC2F7E2EDEE},,,,,-123.250582,49.265281
VPOI10191,,Tourmaline West Baseball Stadium,Baseball,,,field,field,,https://sportfacilities.ubc.ca/thunderbird-park/,Phone: (604) 827-2764; Fax: (604) 822-6011,M-F: 8 am - 11 pm; Sat: 8 am - 8 pm; Sun: 8 am - 11 pm,N,,Current,Services,,,,TOML,20230110184350,{A9B1FEF1-5E98-4355-BFA9-36326662851B},,,,,-123.240605,49.255756
VPOI10192,,Frank Buck Field,Frank Buck,,,field,field,,,,,N,,Current,Services,,,,TOML,20230110184350,{DD3CC4A7-C039-4516-BCAE-39B78ACA854D},,,,,-123.241188,49.2589
VPOI10195,,NSDC Grass Field - Varsity,Varsity,,,field,field,,,,,N,,Current,Services,,,,TOML,20230110184350,{A0AC36D8-C321-484E-A3A3-38F7F2516ED0},,,,,-123.240435,49.257893
VPOI10051,VAD11023,Dental Speciality Clinics,,,,,campus_services,,https://www.dentistry.ubc.ca/about-us/contact-us/,Phone: (604) 822-2112 ; Fax: (604) 822-3708,,N,,Current,Civic,,,,TOML,20221228215931,{E9878400-D207-4B0C-AC30-7FB20639364E},,,,,-123.245464,49.265607
VPOI10037,VAD11103,Corner Store,,,,,minimart,,https://food.ubc.ca/places/corner-store/,Phone: (604) 822-2665,Daily: 10 am - 5 pm,N,,Current,Food,,,,TOML,20221228220257,{30FE8410-E335-4F5C-81FF-6B3096097F7B},,,,,-123.250783,49.265209
VPOI10039,VAD11103,Starbucks Bookstore,Starbucks Bookstore,,,cafe,cafe,,https://food.ubc.ca/places/starbucks-bookstore/,Phone: (604) 822-0552,M-F: 6 am - 6 pm; Sat: 9:30 am - 5:30 pm; Sun: Closed,N,,Current,Services,,,,TOML,20221228220257,{EC2F8E91-E17E-4AA7-A6AC-F9450786C159},,,,,-123.250691,49.265239
VPOI10196,,NSDC Grass Field - Chris Spencer,Chris Spencer,,,field,field,,,,,N,,Current,Services,,,,TOML,20230110184350,{9F30D8E7-1C70-4240-A20F-CC9F847456D3},,,,,-123.239548,49.258146
VPOI10197,,Ken Woods Field,Ken Woods ,,,field,field,,,,,N,,Current,Services,,,,TOML,20230110184350,{CC8BFFF8-D344-4C13-BADC-3D69878FDE5C},,,,,-123.243213,49.258198
VPOI10259,VAD11023,Dentistry - Student Advising,,,,,campus_services,,,,,N,,Current,Civic,,,,TOML,20221228215931,{7FAD56F0-E2BE-41E7-8A6C-46832B02EE8E},,,,,-123.245451,49.265512
VPOI10239,VAD10479,College of Health Disciplines,,,,,department,,,,,N,,Current,Civic,,,,TOML,20221228215931,{B6F7F5DE-8300-4E7E-8C44-16699FEF93D3},,,,,-123.246926,49.264769
VPOI10198,,Wolfson Field,Wolfson,,,field,field,,,,,N,,Current,Services,,,,TOML,20230110184350,{92361232-6B5B-4BFB-9F2D-F1EAD7844B0F},,,,,-123.242335,49.25845
VPOI10199,,Harry Warren Field,Harry Warren,,,field,field,,,,,N,,Current,Services,,,,TOML,20230110184350,{D41CD5ED-0964-45A6-8217-1F5648DAF3E4},,,,,-123.242521,49.257088
VPOI10200,,Harold Wright Field,Harold Wright,,,field,field,,,,,N,,Current,Services,,,,TOML,20230110184350,{8A1832B4-536D-4E4F-9FA7-3F878BB51041},,,,,-123.241494,49.257476
VPOI10461,,South Turf Minifields,South Turf Minifields,,,field,field,,,,,N,,Current,Services,,RACHELW,20220126210348,TOML,20230110184350,{C4EE04B0-B97A-473A-86F3-82208C1686A7},,,,,-123.242005,49.256292
VPOI10072,VAD10178,Morris and Helen Belkin Art Gallery,,,,,attraction,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/568.jpg,http://belkin.ubc.ca,Email: belkin.gallery@ubc.ca</br>Phone: (604) 822-2759,Tu-F: 10 am - 5 pm; Sa-Su: 12 pm - 5 pm; M: Closed ,N,,Current,Civic,,,,TOML,20230110185152,{CCB99D88-0F4E-4B62-A2FC-F0C4F13F125C},,,,,-123.256166,49.268136
VPOI10054,,Martha Piper Plaza,Martha Piper Plaza,,,garden,plaza,,,,,N,,Current,Civic,,,,TOML,20230110185019,{93C0C35D-B899-4615-872C-D38E10FB2DC0},,,,,-123.252795,49.264795
VPOI10106,VAD10061,Wesbrook Cleaners,,,,,commercial_services,,http://www.discoverwesbrook.com/posts/wesbrook-cleaners#.WWPJvojyvcs,Phone: (604) 732-9020,M-F: 10 am - 5 pm; Sat: 10 am - 4 pm; Sun: Closed,Y,,Current,Services,,,,TOML,20230117195532,{E68498A6-A8B2-40F4-9D59-61A504D133C5},,,,,-123.235504,49.25455
VPOI10137,VAD10831,Campus Security (Lost and Found),Campus Security,,,service,campus_services,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/337.jpg,http://www.security.ubc.ca/,Phone: (604) 822-2222,M-F: 8:30 am - 5 pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20221228220257,{00DCD2A0-0644-4E24-A3C1-BA8EBB9AFDCF},,,,,-123.25026,49.265013
VPOI10112,VAD10831,Building Access (Key Desk),,,,,campus_services,,https://parking.ubc.ca/building-access-0,Phone: (604) 822-6786; Fax: (604) 827-2509; Email: parking.support@ubc.ca,M-F: 10 am - 4 pm ; 3rd Th: 11 am - 5:30 pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20221228220257,{7C2024FF-4109-4C88-A844-3E6C1789886A},,,,,-123.250621,49.265047
VPOI10270,VAD10831,UBC Parking Services,,,,,campus_services,,https://parking.ubc.ca/,Phone: (604) 822-6786; Email: parking.support@ubc.ca; Fax: (604) 827-2509,M-F: 9:30 am - 5:3 0pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20221228220257,{5B01C090-F5F0-4199-9FB1-6C81077A13EB},,,,,-123.250699,49.264878
VPOI10427,VAD11147,Avenue C,,x,,,minimart,,https://food.ubc.ca/places/avenue-c-store/,Phone: (604) 822-5494,,N,,Current,,,RACHELW,20210430002314,TOML,20230110185102,{2FA0FE62-A632-4836-8352-41144F6965E0},,,,,-123.249617,49.269436
VPOI10057,,Pacific Spirit Park,Pacific Spirit Regional Park,PSRP,,PSRP,park,,,,,N,,UEL,Civic,,,,TOML,20230110185223,{70F5A091-FEA7-4189-B67A-3D67DFB328AB},,,,,-123.262499,49.265351
VPOI10107,VAD10081,Kabro Salon,,,,,commercial_services,,http://www.kabrosalon.com/,Phone: (604) 428-4888; Email: info@kabrosalon.com,Daily: 10 am - 6 pm,Y,,Current,Services,,,,TOML,20230117195532,{FD08CE4C-9DF1-4451-86F6-BEE83822418A},,,,,-123.235626,49.254699
VPOI10108,VAD10076,Wesbrook Eyecare,,,,,retail,,http://wesbrookeyecare.com/,Phone: (604) 558-3937,M-F: 10:30 am - 6 pm; Sat: 11 am - 5 pm; Sun: Closed,Y,,Current,Retail,,,,TOML,20230117195532,{F6115622-9329-45E0-AFC7-B9FB4B5C52D4},,,,,-123.235443,49.254476
VPOI10110,VAD11066,Fido,,,,,retail,,http://www.fido.ca/,Phone: (604) 307-7775,M-Sat: 10 am - 6 pm; Sun: 11 am - 5 pm,Y,,Current,Retail,,,,TOML,20230117195532,{29423668-84F5-4FFD-8704-580624ADE700},,,,,-123.23587,49.254828
VPOI10233,VAD11064,A Perfect 10 Nail Spa,,,,,commercial_services,,https://www.facebook.com/A-Perfect-10-Nail-Spa-UBC-1694617264103471/ ; http://www.discoverwesbrook.com/posts/a-perfect-10-nail-spa#.XXF90yhKjct,Phone: (604) 738-2279,M-Sat: 10 am - 6:30 pm; Sun: Closed,Y,,Current,Services,,,,TOML,20230117195532,{EFA67AA5-F705-4C9D-9268-9DBD00C3ACCA},,,,,-123.235475,49.254515
VPOI10235,VAD10071,BierCraft,,,,,restaurant,,http://biercraft.com/wesbrook-at-ubc/,Phone: (604) 559-2437,Daily: 11 am - 11 pm,Y,,Current,Services,,,,TOML,20230117195532,{A895F637-D865-4952-87C3-47AB57BB2283},,,,,-123.235478,49.254273
VPOI10256,VAD10060,Freshii,,,,,cafe,,https://www.freshii.com/ca/,Phone: (604) 343-4594; Email: 3351wesbrookmall@freshii.com,Tu-F: 9 am - 8 pm; Sun-M: Closed,Y,,Current,Services,,,,TOML,20230117195532,{6A93F7A8-A89C-4E61-86D3-6D7DC3AA1296},,,,,-123.235382,49.254418
VPOI10333,VAD10066,Dough Girls Baking,,,,,cafe,,http://www.doughgirlsbakeshop.com/,Phone: (604) 333-5474,Daily: 9 am - 5 pm,Y,,Current,Services,,,,TOML,20230117195532,{93B9CDDD-AB94-4C16-999E-7D13776D5505},,,,,-123.235906,49.254571
VPOI10476,VAD10072,Rogers Chocolate,,,,,retail,,https://www.rogerschocolates.com/,,Daily: 10 am - 5 pm,Y,,Current,Services,,RACHELW,20221104213123,TOML,20230117195532,{17B2C645-53CE-45B3-A9EA-BEC98489C3A7},,,,,-123.236009,49.254615
VPOI10257,VAD10077,4Cats Art Studio,,,,,retail,,https://4cats.com/,,"M,T,Th,F: by appointment; W: 1 pm - 9 am; Sat-Sun: 10 am - 5 pm",Y,,Current,Retail,,RACHELW,20221104215814,TOML,20230117195532,{2A613D2D-3C4A-414C-8D59-50F61562956D},,,,,-123.235727,49.254838
VPOI10481,VAD11067,Murchie's Fine Tea,Murchie's,,,,retail,,https://www.murchies.com/,Phones: (604) 222-3355,M-F: 10 am - 6 pm; Sat: 10 am - 6 pm; Sun: 11 am - 5 pm,,,Current,Services,,TOML,20230117194705,TOML,20230117195532,{57250CE9-430F-492F-9919-47F8176D5162},,,,,-123.235787,49.254857
VPOI10378,VAD10711,Coho Child Care,Coho,CCS4,,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,,Current,Civic,,,,TOML,20230113233337,{49C73AC8-0185-438B-9EA7-9B2C2A477C12},,,,,-123.233922,49.259908
VPOI10388,VAD10713,Discovery Child Care,Discovery,CCS3,,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,,Current,Civic,,,,TOML,20230113233337,{A1D67F9A-6A5A-43E8-B1AD-7ED1C20350C3},,,,,-123.234335,49.25975
VPOI10389,VAD10712,Little Raven Child Care,Little Raven,CCS5,,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,,Current,Civic,,,,TOML,20230113233337,{F7998A6F-5040-40CA-8C15-C125206C601A},,,,,-123.233699,49.26005
VPOI10393,VAD10714,Lilliput Child Care,Lilliput,CCS1,,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,,Current,Civic,,,,TOML,20230113233337,{883A3D35-8938-4229-9560-E8631CA6966A},,,,,-123.235284,49.259441
VPOI10394,VAD10714,Summer of '73 Child Care,Summer of '73,CCS1,,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,,Current,Civic,,,,TOML,20230113233337,{E842E1D6-7CD9-4D61-AEA4-30DC13B4BD72},,,,,-123.235653,49.259376
VPOI10395,VAD10713,Sitka Child Care,Sitka,CCS3,,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,,Current,Civic,,,,TOML,20230113233337,{518C4F3A-B4CD-4C1C-AF5F-8E27CC3CE72B},,,,,-123.234689,49.259686
VPOI10396,VAD10711,Little Goslings Child Care,Little Goslings,CCS4,,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,,Current,Civic,,,,TOML,20230113233337,{CA9FD3CD-A20C-4A77-B88A-2CAC34B35533},,,,,-123.234202,49.259848
VPOI10397,VAD10715,Tillicum Child Care,Tillicum,CCS2,,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,,Current,Civic,,,,TOML,20230113233337,{8E216E3B-B5C4-4B41-BD71-870C2C95354A},,,,,-123.235165,49.259522
VPOI10398,VAD10712,Pacific Spirit Child Care,Pacific Spirit,CCS5,,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,,Current,Civic,,,,TOML,20230113233337,{7F82F3B3-FAAE-4A9B-A52A-E22FAFF0A4CA},,,,,-123.23389,49.26032
VPOI10003,,Totem Field,Totem Field,,,garden-l,garden,,,,,N,,Current,Civic,,,,TOML,20230114000926,{8E001D8B-646E-4C2B-BBD4-128D952626A4},,,,,-123.250139,49.256538
VPOI10005,,Whit Matthews Field,Whit Matthews,,,field,field,,,,,N,,Current,Services,,,,TOML,20230114000820,{25D0C742-DC51-4DCE-8D13-5A0C9E4C5AE8},,,,,-123.243072,49.255214
VPOI10122,,UBC Ropes Course,UBC Ropes Course,,,garden,athletics,http://www.flickr.com/photos/26230969@N08/3505922720/in/photostream/,http://www.palropescourse.com/,Email: info@palropescourse.com,,N,,Current,Services,,,,TOML,20230114000820,{FB3D4E7E-2D31-499B-AF19-7FC817139DED},,,,,-123.242797,49.254219
VPOI10194,VAD10438,St. John Hospice,,,,,medical,,http://stjohnhospice.ca/,Phone: (604) 806-9686; Email: admin@sosjvancouver.org; Fax: (604) 806-9685,,N,,Current,Civic,,,,TOML,20230114000926,{E0D956C9-A16B-452C-912F-68AAB22B311A},,,,,-123.247462,49.255457
VPOI10006,,Rhododendron Wood,Rhododendron Wood,,,garden-l,park,,,,,N,,Current,Civic,,,,TOML,20230114000820,{D4180CE1-50C8-4626-B8FE-34B754855D53},,,,,-123.246862,49.256678
VPOI10268,VAD10281,Engineering,,,,,department,,https://engineering.ubc.ca/,,,N,,Current,Civic,,,,TOML,20221230210540,{9BF73A4C-37EE-4808-B8F4-9E37B83F93A7},,,,,-123.250147,49.262465
VPOI10423,VAD11040,Pacific Museum of the Earth,Pacific Museum,,,attraction,attraction,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/402.jpg,http://www.eos.ubc.ca/resources/museum/,pme@eos.ubc.ca</br>Phone: (604) 822-6992 ,M-F: 9 am - 5 pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20221230210213,{0B417750-07F3-441F-B405-A7A140C91348},,,,,-123.252256,49.262642
VPOI10149,VAD11032,Detwiller Pavilion,,,,,medical,,http://www.vch.ca/Locations-Services/result?res_id=990,Phone: (604) 822-7121; Fax: (604) 822-7653,,N,,Current,Civic,,,,TOML,20221230210743,{84D4D681-34B4-4DB4-83BD-D270261CB5B0},,,,,-123.244392,49.263549
VPOI10038,VAD10281,Starbucks Kaiser,,,,,cafe,,https://food.ubc.ca/places/starbucks-kaiser/,Phone: (604) 827-5779,M-F: 8 am - 5 pm; Sat-Sun: Closed,N,,Current,Services,,,,TOML,20221230210540,{1CEC9032-78EA-41B4-BBDB-DCB93C180CC5},,,,,-123.250184,49.2622
VPOI10316,VAD11044,The Eatery,,,,,cafe,,https://ubcengineers.ca/eatery/,Email: eatery@ubcengineers.ca,M-F: 9:30 am - 3 pm; Sat-Sun: Closed,N,,Current,Services,,GISSTUD1,20180718230428,TOML,20221230210540,{C4E681BB-38D2-415F-9943-30DD3D3E831E},,,,,-123.249216,49.262228
VPOI10352,VAD11126,Corner Cafe,,,,,cafe,,https://ubc.catertrax.com/,Phone: (604) 822-7534,M-F: 7 am - 3 pm; Sat-Sun: Closed ,N,,Current,Services,,,,TOML,20221230210743,{CB19BA5D-D4ED-4734-9ABB-10FEA548FED3},,,,,-123.246102,49.264648
VPOI10253,VAD10017,Pacific Poké,,,,,restaurant,,https://food.ubc.ca/places/pacific-poke/,Phone: (604) 822-1992; Email: contact@thepacificpoke.com,M-F: 10 am - 7 pm; Sat-Sun: Closed,N,,Current,Services,,,,TOML,20221230210540,{AC0E71F6-077A-4438-AF78-89B87E33D0A7},,,,,-123.248605,49.260933
VPOI10167,VAD11131,Purdy Pavilion,,,,,medical,,http://www.vch.ca/Locations-Services/result?res_id=29,Phone: (604) 822-7121; Fax: (604) 822-7653,,N,,Current,Civic,,,,TOML,20221230210743,{251F6E7F-C622-48DD-B662-04B571D05C69},,,,,-123.245942,49.263265
